"TIME","GEO","UNIT","DURATION","PARTNER","AGE","Value","Flag and Footnotes"
"2014","Lithuania","Number","1 night or over","Domestic","From 55 to 64 years","84,004",""
"2014","Lithuania","Number","1 night or over","Domestic","65 years or over","107,003",""
"2014","Luxembourg","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Luxembourg","Number","1 night or over","Domestic","From 15 to 24 years","799",""
"2014","Luxembourg","Number","1 night or over","Domestic","From 25 to 34 years","0","u"
"2014","Luxembourg","Number","1 night or over","Domestic","From 25 to 44 years","307",""
"2014","Luxembourg","Number","1 night or over","Domestic","From 35 to 44 years","307",""
"2014","Luxembourg","Number","1 night or over","Domestic","From 45 to 54 years","209",""
"2014","Luxembourg","Number","1 night or over","Domestic","From 45 to 64 years","447",""
"2014","Luxembourg","Number","1 night or over","Domestic","From 55 to 64 years","238",""
"2014","Luxembourg","Number","1 night or over","Domestic","65 years or over","189",""
"2014","Hungary","Number","1 night or over","Domestic","Less than 15 years","579,692",""
"2014","Hungary","Number","1 night or over","Domestic","From 15 to 24 years","378,734",""
"2014","Hungary","Number","1 night or over","Domestic","From 25 to 34 years","467,218",""
"2014","Hungary","Number","1 night or over","Domestic","From 25 to 44 years","1,029,956",""
"2014","Hungary","Number","1 night or over","Domestic","From 35 to 44 years","562,738",""
"2014","Hungary","Number","1 night or over","Domestic","From 45 to 54 years","437,194",""
"2014","Hungary","Number","1 night or over","Domestic","From 45 to 64 years","974,081",""
"2014","Hungary","Number","1 night or over","Domestic","From 55 to 64 years","536,887",""
"2014","Hungary","Number","1 night or over","Domestic","65 years or over","491,048",""
"2014","Malta","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Malta","Number","1 night or over","Domestic","From 15 to 24 years","13,226",""
"2014","Malta","Number","1 night or over","Domestic","From 25 to 34 years","12,923",""
"2014","Malta","Number","1 night or over","Domestic","From 25 to 44 years","20,031",""
"2014","Malta","Number","1 night or over","Domestic","From 35 to 44 years","7,108",""
"2014","Malta","Number","1 night or over","Domestic","From 45 to 54 years","11,647",""
"2014","Malta","Number","1 night or over","Domestic","From 45 to 64 years","17,595",""
"2014","Malta","Number","1 night or over","Domestic","From 55 to 64 years","5,948",""
"2014","Malta","Number","1 night or over","Domestic","65 years or over","7,191",""
"2014","Netherlands","Number","1 night or over","Domestic","Less than 15 years","795,344",""
"2014","Netherlands","Number","1 night or over","Domestic","From 15 to 24 years","519,034",""
"2014","Netherlands","Number","1 night or over","Domestic","From 25 to 34 years","522,501",""
"2014","Netherlands","Number","1 night or over","Domestic","From 25 to 44 years","1,057,810",""
"2014","Netherlands","Number","1 night or over","Domestic","From 35 to 44 years","535,309",""
"2014","Netherlands","Number","1 night or over","Domestic","From 45 to 54 years","524,744",""
"2014","Netherlands","Number","1 night or over","Domestic","From 45 to 64 years","992,849",""
"2014","Netherlands","Number","1 night or over","Domestic","From 55 to 64 years","468,106",""
"2014","Netherlands","Number","1 night or over","Domestic","65 years or over","738,875",""
"2014","Austria","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Austria","Number","1 night or over","Domestic","From 15 to 24 years","194,858",""
"2014","Austria","Number","1 night or over","Domestic","From 25 to 34 years","219,775",""
"2014","Austria","Number","1 night or over","Domestic","From 25 to 44 years","488,401",""
"2014","Austria","Number","1 night or over","Domestic","From 35 to 44 years","268,626",""
"2014","Austria","Number","1 night or over","Domestic","From 45 to 54 years","218,968",""
"2014","Austria","Number","1 night or over","Domestic","From 45 to 64 years","390,663",""
"2014","Austria","Number","1 night or over","Domestic","From 55 to 64 years","171,695",""
"2014","Austria","Number","1 night or over","Domestic","65 years or over","274,276",""
"2014","Poland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Poland","Number","1 night or over","Domestic","From 15 to 24 years","2,160,029",""
"2014","Poland","Number","1 night or over","Domestic","From 25 to 34 years","2,293,598",""
"2014","Poland","Number","1 night or over","Domestic","From 25 to 44 years","4,399,469",""
"2014","Poland","Number","1 night or over","Domestic","From 35 to 44 years","2,105,872",""
"2014","Poland","Number","1 night or over","Domestic","From 45 to 54 years","1,822,866",""
"2014","Poland","Number","1 night or over","Domestic","From 45 to 64 years","3,601,015",""
"2014","Poland","Number","1 night or over","Domestic","From 55 to 64 years","1,778,149",""
"2014","Poland","Number","1 night or over","Domestic","65 years or over","1,747,207",""
"2014","Portugal","Number","1 night or over","Domestic","Less than 15 years","601,281",""
"2014","Portugal","Number","1 night or over","Domestic","From 15 to 24 years","354,633",""
"2014","Portugal","Number","1 night or over","Domestic","From 25 to 34 years","361,178",""
"2014","Portugal","Number","1 night or over","Domestic","From 25 to 44 years","926,193",""
"2014","Portugal","Number","1 night or over","Domestic","From 35 to 44 years","565,016",""
"2014","Portugal","Number","1 night or over","Domestic","From 45 to 54 years","408,501",""
"2014","Portugal","Number","1 night or over","Domestic","From 45 to 64 years","800,014",""
"2014","Portugal","Number","1 night or over","Domestic","From 55 to 64 years","391,513",""
"2014","Portugal","Number","1 night or over","Domestic","65 years or over","533,883",""
"2014","Romania","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Romania","Number","1 night or over","Domestic","From 15 to 24 years","663,572",""
"2014","Romania","Number","1 night or over","Domestic","From 25 to 34 years","949,053",""
"2014","Romania","Number","1 night or over","Domestic","From 25 to 44 years","1,829,950",""
"2014","Romania","Number","1 night or over","Domestic","From 35 to 44 years","880,897",""
"2014","Romania","Number","1 night or over","Domestic","From 45 to 54 years","527,385",""
"2014","Romania","Number","1 night or over","Domestic","From 45 to 64 years","1,035,540",""
"2014","Romania","Number","1 night or over","Domestic","From 55 to 64 years","508,155",""
"2014","Romania","Number","1 night or over","Domestic","65 years or over","401,258",""
"2014","Slovenia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Slovenia","Number","1 night or over","Domestic","From 15 to 24 years","27,442","e"
"2014","Slovenia","Number","1 night or over","Domestic","From 25 to 34 years","36,380","e"
"2014","Slovenia","Number","1 night or over","Domestic","From 25 to 44 years","69,369","e"
"2014","Slovenia","Number","1 night or over","Domestic","From 35 to 44 years","32,989","e"
"2014","Slovenia","Number","1 night or over","Domestic","From 45 to 54 years","38,283","e"
"2014","Slovenia","Number","1 night or over","Domestic","From 45 to 64 years","85,329","e"
"2014","Slovenia","Number","1 night or over","Domestic","From 55 to 64 years","47,045","e"
"2014","Slovenia","Number","1 night or over","Domestic","65 years or over","50,563","e"
"2014","Slovakia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Slovakia","Number","1 night or over","Domestic","From 15 to 24 years","187,075",""
"2014","Slovakia","Number","1 night or over","Domestic","From 25 to 34 years","218,480",""
"2014","Slovakia","Number","1 night or over","Domestic","From 25 to 44 years","481,901",""
"2014","Slovakia","Number","1 night or over","Domestic","From 35 to 44 years","263,421",""
"2014","Slovakia","Number","1 night or over","Domestic","From 45 to 54 years","173,552",""
"2014","Slovakia","Number","1 night or over","Domestic","From 45 to 64 years","364,492",""
"2014","Slovakia","Number","1 night or over","Domestic","From 55 to 64 years","190,940",""
"2014","Slovakia","Number","1 night or over","Domestic","65 years or over","171,232",""
"2014","Finland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Finland","Number","1 night or over","Domestic","From 15 to 24 years","233,695",""
"2014","Finland","Number","1 night or over","Domestic","From 25 to 34 years","174,537",""
"2014","Finland","Number","1 night or over","Domestic","From 25 to 44 years","388,571",""
"2014","Finland","Number","1 night or over","Domestic","From 35 to 44 years","214,034",""
"2014","Finland","Number","1 night or over","Domestic","From 45 to 54 years","216,364",""
"2014","Finland","Number","1 night or over","Domestic","From 45 to 64 years","454,025",""
"2014","Finland","Number","1 night or over","Domestic","From 55 to 64 years","237,661",""
"2014","Finland","Number","1 night or over","Domestic","65 years or over","374,508",""
"2014","Sweden","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Sweden","Number","1 night or over","Domestic","From 15 to 24 years","223,260",""
"2014","Sweden","Number","1 night or over","Domestic","From 25 to 34 years","321,700",""
"2014","Sweden","Number","1 night or over","Domestic","From 25 to 44 years","746,730",""
"2014","Sweden","Number","1 night or over","Domestic","From 35 to 44 years","425,020",""
"2014","Sweden","Number","1 night or over","Domestic","From 45 to 54 years","432,590",""
"2014","Sweden","Number","1 night or over","Domestic","From 45 to 64 years","685,710",""
"2014","Sweden","Number","1 night or over","Domestic","From 55 to 64 years","253,120",""
"2014","Sweden","Number","1 night or over","Domestic","65 years or over","470,160",""
"2014","United Kingdom","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","United Kingdom","Number","1 night or over","Domestic","From 15 to 24 years","1,424,000",""
"2014","United Kingdom","Number","1 night or over","Domestic","From 25 to 34 years","2,568,100",""
"2014","United Kingdom","Number","1 night or over","Domestic","From 25 to 44 years","4,732,200",""
"2014","United Kingdom","Number","1 night or over","Domestic","From 35 to 44 years","2,164,100",""
"2014","United Kingdom","Number","1 night or over","Domestic","From 45 to 54 years","2,017,700",""
"2014","United Kingdom","Number","1 night or over","Domestic","From 45 to 64 years","4,061,100",""
"2014","United Kingdom","Number","1 night or over","Domestic","From 55 to 64 years","2,043,400",""
"2014","United Kingdom","Number","1 night or over","Domestic","65 years or over","3,059,900",""
"2014","Iceland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","From 15 to 24 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","From 25 to 34 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","From 25 to 44 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","From 35 to 44 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","From 45 to 54 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","From 45 to 64 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","From 55 to 64 years",":",""
"2014","Iceland","Number","1 night or over","Domestic","65 years or over",":",""
"2014","Norway","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Norway","Number","1 night or over","Domestic","From 15 to 24 years",":",""
"2014","Norway","Number","1 night or over","Domestic","From 25 to 34 years",":",""
"2014","Norway","Number","1 night or over","Domestic","From 25 to 44 years",":",""
"2014","Norway","Number","1 night or over","Domestic","From 35 to 44 years",":",""
"2014","Norway","Number","1 night or over","Domestic","From 45 to 54 years",":",""
"2014","Norway","Number","1 night or over","Domestic","From 45 to 64 years",":",""
"2014","Norway","Number","1 night or over","Domestic","From 55 to 64 years",":",""
"2014","Norway","Number","1 night or over","Domestic","65 years or over",":",""
"2014","Switzerland","Number","1 night or over","Domestic","Less than 15 years","144,295","u"
"2014","Switzerland","Number","1 night or over","Domestic","From 15 to 24 years","62,333","u"
"2014","Switzerland","Number","1 night or over","Domestic","From 25 to 34 years","58,437","u"
"2014","Switzerland","Number","1 night or over","Domestic","From 25 to 44 years","173,064","u"
"2014","Switzerland","Number","1 night or over","Domestic","From 35 to 44 years","114,627","u"
"2014","Switzerland","Number","1 night or over","Domestic","From 45 to 54 years","112,813","u"
"2014","Switzerland","Number","1 night or over","Domestic","From 45 to 64 years","199,226","u"
"2014","Switzerland","Number","1 night or over","Domestic","From 55 to 64 years","86,413","u"
"2014","Switzerland","Number","1 night or over","Domestic","65 years or over","214,935",""
"2014","Montenegro","Number","1 night or over","Domestic","Less than 15 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","From 15 to 24 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","From 25 to 34 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","From 25 to 44 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","From 35 to 44 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","From 45 to 54 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","From 45 to 64 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","From 55 to 64 years",":",""
"2014","Montenegro","Number","1 night or over","Domestic","65 years or over",":",""
"2015","Belgium","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Belgium","Number","1 night or over","Domestic","From 15 to 24 years","82,501","u"
"2015","Belgium","Number","1 night or over","Domestic","From 25 to 34 years","76,849","u"
"2015","Belgium","Number","1 night or over","Domestic","From 25 to 44 years","186,979",""
"2015","Belgium","Number","1 night or over","Domestic","From 35 to 44 years","110,129","u"
"2015","Belgium","Number","1 night or over","Domestic","From 45 to 54 years","95,670","u"
"2015","Belgium","Number","1 night or over","Domestic","From 45 to 64 years","181,755",""
"2015","Belgium","Number","1 night or over","Domestic","From 55 to 64 years","86,084","u"
"2015","Belgium","Number","1 night or over","Domestic","65 years or over","49,200","u"
"2015","Bulgaria","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Bulgaria","Number","1 night or over","Domestic","From 15 to 24 years","227,737",""
"2015","Bulgaria","Number","1 night or over","Domestic","From 25 to 34 years","359,397",""
"2015","Bulgaria","Number","1 night or over","Domestic","From 25 to 44 years","704,006",""
"2015","Bulgaria","Number","1 night or over","Domestic","From 35 to 44 years","344,609",""
"2015","Bulgaria","Number","1 night or over","Domestic","From 45 to 54 years","266,972",""
"2015","Bulgaria","Number","1 night or over","Domestic","From 45 to 64 years","471,668",""
"2015","Bulgaria","Number","1 night or over","Domestic","From 55 to 64 years","204,696",""
"2015","Bulgaria","Number","1 night or over","Domestic","65 years or over","132,359",""
"2015","Czechia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Czechia","Number","1 night or over","Domestic","From 15 to 24 years","440,627",""
"2015","Czechia","Number","1 night or over","Domestic","From 25 to 34 years","506,269",""
"2015","Czechia","Number","1 night or over","Domestic","From 25 to 44 years","1,218,613",""
"2015","Czechia","Number","1 night or over","Domestic","From 35 to 44 years","712,344",""
"2015","Czechia","Number","1 night or over","Domestic","From 45 to 54 years","529,587",""
"2015","Czechia","Number","1 night or over","Domestic","From 45 to 64 years","1,111,312",""
"2015","Czechia","Number","1 night or over","Domestic","From 55 to 64 years","581,725",""
"2015","Czechia","Number","1 night or over","Domestic","65 years or over","851,203",""
"2015","Denmark","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Denmark","Number","1 night or over","Domestic","From 15 to 24 years","167,552",""
"2015","Denmark","Number","1 night or over","Domestic","From 25 to 34 years","151,134",""
"2015","Denmark","Number","1 night or over","Domestic","From 25 to 44 years","310,738",""
"2015","Denmark","Number","1 night or over","Domestic","From 35 to 44 years","159,604",""
"2015","Denmark","Number","1 night or over","Domestic","From 45 to 54 years","174,168",""
"2015","Denmark","Number","1 night or over","Domestic","From 45 to 64 years","317,633",""
"2015","Denmark","Number","1 night or over","Domestic","From 55 to 64 years","143,464",""
"2015","Denmark","Number","1 night or over","Domestic","65 years or over","242,693",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 15 to 24 years","1,550,881",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 25 to 34 years","2,496,757",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 25 to 44 years","5,000,920",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 35 to 44 years","2,504,163",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 45 to 54 years","2,771,484",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 45 to 64 years","5,633,119",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","From 55 to 64 years","2,861,636",""
"2015","Germany (until 1990 former territory of the FRG)","Number","1 night or over","Domestic","65 years or over","4,385,110",""
"2015","Estonia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Estonia","Number","1 night or over","Domestic","From 15 to 24 years","33,720",""
"2015","Estonia","Number","1 night or over","Domestic","From 25 to 34 years","45,426",""
"2015","Estonia","Number","1 night or over","Domestic","From 25 to 44 years","86,388",""
"2015","Estonia","Number","1 night or over","Domestic","From 35 to 44 years","40,961",""
"2015","Estonia","Number","1 night or over","Domestic","From 45 to 54 years","55,613",""
"2015","Estonia","Number","1 night or over","Domestic","From 45 to 64 years","98,811",""
"2015","Estonia","Number","1 night or over","Domestic","From 55 to 64 years","43,198",""
"2015","Estonia","Number","1 night or over","Domestic","65 years or over","41,341",""
"2015","Ireland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Ireland","Number","1 night or over","Domestic","From 15 to 24 years","106,008",""
"2015","Ireland","Number","1 night or over","Domestic","From 25 to 34 years","107,646",""
"2015","Ireland","Number","1 night or over","Domestic","From 25 to 44 years","269,963",""
"2015","Ireland","Number","1 night or over","Domestic","From 35 to 44 years","162,317",""
"2015","Ireland","Number","1 night or over","Domestic","From 45 to 54 years","124,708",""
"2015","Ireland","Number","1 night or over","Domestic","From 45 to 64 years","210,361",""
"2015","Ireland","Number","1 night or over","Domestic","From 55 to 64 years","85,652",""
"2015","Ireland","Number","1 night or over","Domestic","65 years or over","122,870",""
"2015","Greece","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Greece","Number","1 night or over","Domestic","From 15 to 24 years","369,850",""
"2015","Greece","Number","1 night or over","Domestic","From 25 to 34 years","440,918",""
"2015","Greece","Number","1 night or over","Domestic","From 25 to 44 years","1,072,289",""
"2015","Greece","Number","1 night or over","Domestic","From 35 to 44 years","631,371",""
"2015","Greece","Number","1 night or over","Domestic","From 45 to 54 years","569,381",""
"2015","Greece","Number","1 night or over","Domestic","From 45 to 64 years","974,793",""
"2015","Greece","Number","1 night or over","Domestic","From 55 to 64 years","405,412",""
"2015","Greece","Number","1 night or over","Domestic","65 years or over","461,478",""
"2015","Spain","Number","1 night or over","Domestic","Less than 15 years",":","b"
"2015","Spain","Number","1 night or over","Domestic","From 15 to 24 years","2,370,318","b"
"2015","Spain","Number","1 night or over","Domestic","From 25 to 34 years","2,606,532","b"
"2015","Spain","Number","1 night or over","Domestic","From 25 to 44 years","6,343,136","b"
"2015","Spain","Number","1 night or over","Domestic","From 35 to 44 years","3,736,604","b"
"2015","Spain","Number","1 night or over","Domestic","From 45 to 54 years","3,081,840","b"
"2015","Spain","Number","1 night or over","Domestic","From 45 to 64 years","5,453,462","b"
"2015","Spain","Number","1 night or over","Domestic","From 55 to 64 years","2,371,622","b"
"2015","Spain","Number","1 night or over","Domestic","65 years or over","2,760,314","b"
"2015","France","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","France","Number","1 night or over","Domestic","From 15 to 24 years","3,296,439",""
"2015","France","Number","1 night or over","Domestic","From 25 to 34 years","4,018,770",""
"2015","France","Number","1 night or over","Domestic","From 25 to 44 years","9,051,311",""
"2015","France","Number","1 night or over","Domestic","From 35 to 44 years","5,032,541",""
"2015","France","Number","1 night or over","Domestic","From 45 to 54 years","3,674,190",""
"2015","France","Number","1 night or over","Domestic","From 45 to 64 years","7,872,902",""
"2015","France","Number","1 night or over","Domestic","From 55 to 64 years","4,198,711",""
"2015","France","Number","1 night or over","Domestic","65 years or over","5,310,043",""
"2015","Croatia","Number","1 night or over","Domestic","Less than 15 years",":","b"
"2015","Croatia","Number","1 night or over","Domestic","From 15 to 24 years","224,062","b"
"2015","Croatia","Number","1 night or over","Domestic","From 25 to 34 years","150,237","b"
"2015","Croatia","Number","1 night or over","Domestic","From 25 to 44 years","367,606","b"
"2015","Croatia","Number","1 night or over","Domestic","From 35 to 44 years","217,370","b"
"2015","Croatia","Number","1 night or over","Domestic","From 45 to 54 years","207,775","b"
"2015","Croatia","Number","1 night or over","Domestic","From 45 to 64 years","345,636","b"
"2015","Croatia","Number","1 night or over","Domestic","From 55 to 64 years","137,860","b"
"2015","Croatia","Number","1 night or over","Domestic","65 years or over","101,434","b"
"2015","Italy","Number","1 night or over","Domestic","Less than 15 years","3,256,671",""
"2015","Italy","Number","1 night or over","Domestic","From 15 to 24 years","1,437,422",""
"2015","Italy","Number","1 night or over","Domestic","From 25 to 34 years","1,590,187",""
"2015","Italy","Number","1 night or over","Domestic","From 25 to 44 years","4,855,382",""
"2015","Italy","Number","1 night or over","Domestic","From 35 to 44 years","3,265,195",""
"2015","Italy","Number","1 night or over","Domestic","From 45 to 54 years","2,910,130",""
"2015","Italy","Number","1 night or over","Domestic","From 45 to 64 years","4,970,508",""
"2015","Italy","Number","1 night or over","Domestic","From 55 to 64 years","2,060,378",""
"2015","Italy","Number","1 night or over","Domestic","65 years or over","2,750,976",""
"2015","Cyprus","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Cyprus","Number","1 night or over","Domestic","From 15 to 24 years","45,975","e"
"2015","Cyprus","Number","1 night or over","Domestic","From 25 to 34 years","42,208","e"
"2015","Cyprus","Number","1 night or over","Domestic","From 25 to 44 years","75,961","e"
"2015","Cyprus","Number","1 night or over","Domestic","From 35 to 44 years","33,753","e"
"2015","Cyprus","Number","1 night or over","Domestic","From 45 to 54 years","22,090","e"
"2015","Cyprus","Number","1 night or over","Domestic","From 45 to 64 years","44,028","e"
"2015","Cyprus","Number","1 night or over","Domestic","From 55 to 64 years","21,938","e"
"2015","Cyprus","Number","1 night or over","Domestic","65 years or over","25,342","e"
"2015","Latvia","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Latvia","Number","1 night or over","Domestic","From 15 to 24 years","65,844",""
"2015","Latvia","Number","1 night or over","Domestic","From 25 to 34 years","80,030",""
"2015","Latvia","Number","1 night or over","Domestic","From 25 to 44 years","141,327",""
"2015","Latvia","Number","1 night or over","Domestic","From 35 to 44 years","61,297",""
"2015","Latvia","Number","1 night or over","Domestic","From 45 to 54 years","72,047",""
"2015","Latvia","Number","1 night or over","Domestic","From 45 to 64 years","122,911",""
"2015","Latvia","Number","1 night or over","Domestic","From 55 to 64 years","50,864",""
"2015","Latvia","Number","1 night or over","Domestic","65 years or over","69,009",""
"2015","Lithuania","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Lithuania","Number","1 night or over","Domestic","From 15 to 24 years","155,084",""
"2015","Lithuania","Number","1 night or over","Domestic","From 25 to 34 years","134,838",""
"2015","Lithuania","Number","1 night or over","Domestic","From 25 to 44 years","252,417",""
"2015","Lithuania","Number","1 night or over","Domestic","From 35 to 44 years","117,579",""
"2015","Lithuania","Number","1 night or over","Domestic","From 45 to 54 years","120,435",""
"2015","Lithuania","Number","1 night or over","Domestic","From 45 to 64 years","204,601",""
"2015","Lithuania","Number","1 night or over","Domestic","From 55 to 64 years","84,166",""
"2015","Lithuania","Number","1 night or over","Domestic","65 years or over","108,180",""
"2015","Luxembourg","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Luxembourg","Number","1 night or over","Domestic","From 15 to 24 years","0","u"
"2015","Luxembourg","Number","1 night or over","Domestic","From 25 to 34 years",":","c"
"2015","Luxembourg","Number","1 night or over","Domestic","From 25 to 44 years",":","c"
"2015","Luxembourg","Number","1 night or over","Domestic","From 35 to 44 years","0","u"
"2015","Luxembourg","Number","1 night or over","Domestic","From 45 to 54 years","0","u"
"2015","Luxembourg","Number","1 night or over","Domestic","From 45 to 64 years",":","c"
"2015","Luxembourg","Number","1 night or over","Domestic","From 55 to 64 years",":","c"
"2015","Luxembourg","Number","1 night or over","Domestic","65 years or over",":","c"
"2015","Hungary","Number","1 night or over","Domestic","Less than 15 years","595,993",""
"2015","Hungary","Number","1 night or over","Domestic","From 15 to 24 years","346,207",""
"2015","Hungary","Number","1 night or over","Domestic","From 25 to 34 years","393,806",""
"2015","Hungary","Number","1 night or over","Domestic","From 25 to 44 years","956,807",""
"2015","Hungary","Number","1 night or over","Domestic","From 35 to 44 years","563,001",""
"2015","Hungary","Number","1 night or over","Domestic","From 45 to 54 years","396,928",""
"2015","Hungary","Number","1 night or over","Domestic","From 45 to 64 years","890,985",""
"2015","Hungary","Number","1 night or over","Domestic","From 55 to 64 years","494,057",""
"2015","Hungary","Number","1 night or over","Domestic","65 years or over","514,697",""
"2015","Malta","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Malta","Number","1 night or over","Domestic","From 15 to 24 years","11,678",""
"2015","Malta","Number","1 night or over","Domestic","From 25 to 34 years","12,864",""
"2015","Malta","Number","1 night or over","Domestic","From 25 to 44 years","20,457",""
"2015","Malta","Number","1 night or over","Domestic","From 35 to 44 years","7,593",""
"2015","Malta","Number","1 night or over","Domestic","From 45 to 54 years","5,857",""
"2015","Malta","Number","1 night or over","Domestic","From 45 to 64 years","9,486",""
"2015","Malta","Number","1 night or over","Domestic","From 55 to 64 years","3,629",""
"2015","Malta","Number","1 night or over","Domestic","65 years or over","7,071",""
"2015","Netherlands","Number","1 night or over","Domestic","Less than 15 years","766,258",""
"2015","Netherlands","Number","1 night or over","Domestic","From 15 to 24 years","363,858",""
"2015","Netherlands","Number","1 night or over","Domestic","From 25 to 34 years","488,289",""
"2015","Netherlands","Number","1 night or over","Domestic","From 25 to 44 years","1,016,170",""
"2015","Netherlands","Number","1 night or over","Domestic","From 35 to 44 years","527,881",""
"2015","Netherlands","Number","1 night or over","Domestic","From 45 to 54 years","521,386",""
"2015","Netherlands","Number","1 night or over","Domestic","From 45 to 64 years","1,014,506",""
"2015","Netherlands","Number","1 night or over","Domestic","From 55 to 64 years","493,120",""
"2015","Netherlands","Number","1 night or over","Domestic","65 years or over","776,442",""
"2015","Austria","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Austria","Number","1 night or over","Domestic","From 15 to 24 years","169,487",""
"2015","Austria","Number","1 night or over","Domestic","From 25 to 34 years","202,059",""
"2015","Austria","Number","1 night or over","Domestic","From 25 to 44 years","452,594",""
"2015","Austria","Number","1 night or over","Domestic","From 35 to 44 years","250,535",""
"2015","Austria","Number","1 night or over","Domestic","From 45 to 54 years","262,434",""
"2015","Austria","Number","1 night or over","Domestic","From 45 to 64 years","454,711",""
"2015","Austria","Number","1 night or over","Domestic","From 55 to 64 years","192,277",""
"2015","Austria","Number","1 night or over","Domestic","65 years or over","267,788",""
"2015","Poland","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Poland","Number","1 night or over","Domestic","From 15 to 24 years","2,249,561",""
"2015","Poland","Number","1 night or over","Domestic","From 25 to 34 years","2,371,388",""
"2015","Poland","Number","1 night or over","Domestic","From 25 to 44 years","4,677,919",""
"2015","Poland","Number","1 night or over","Domestic","From 35 to 44 years","2,306,531",""
"2015","Poland","Number","1 night or over","Domestic","From 45 to 54 years","1,614,529",""
"2015","Poland","Number","1 night or over","Domestic","From 45 to 64 years","3,421,193",""
"2015","Poland","Number","1 night or over","Domestic","From 55 to 64 years","1,806,664",""
"2015","Poland","Number","1 night or over","Domestic","65 years or over","1,715,132",""
"2015","Portugal","Number","1 night or over","Domestic","Less than 15 years","625,072",""
"2015","Portugal","Number","1 night or over","Domestic","From 15 to 24 years","362,792",""
"2015","Portugal","Number","1 night or over","Domestic","From 25 to 34 years","322,895",""
"2015","Portugal","Number","1 night or over","Domestic","From 25 to 44 years","948,214",""
"2015","Portugal","Number","1 night or over","Domestic","From 35 to 44 years","625,319",""
"2015","Portugal","Number","1 night or over","Domestic","From 45 to 54 years","445,103",""
"2015","Portugal","Number","1 night or over","Domestic","From 45 to 64 years","869,087",""
"2015","Portugal","Number","1 night or over","Domestic","From 55 to 64 years","423,984",""
"2015","Portugal","Number","1 night or over","Domestic","65 years or over","567,292",""
"2015","Romania","Number","1 night or over","Domestic","Less than 15 years",":",""
"2015","Romania","Number","1 night or over","Domestic","From 15 to 24 years","649,872",""
"2015","Romania","Number","1 night or over","Domestic","From 25 to 34 years","978,050",""
"2015","Romania","Number","1 night or over","Domestic","From 25 to 44 years","1,869,768",""
"2015","Romania","Number","1 night or over","Domestic","From 35 to 44 years","891,718",""
"2015","Romania","Number","1 night or over","Domestic","From 45 to 54 years","561,248",""
